Id,ShortName,FullName,HomePage
40,"ICSE","International Conference on Software Engineering","http://2011.icse-conferences.org/"
41,"ICSM","International Conference on Software Maintenance","http://www.cs.wm.edu/icsm2011/"
42,"ICSOC","International Conference on Service Oriented Computing","http://www.icsoc.org/"
43,"ICSR","International Conference on Software Reuse","http://icsr2011.postech.ac.kr/"
44,"ICTAI","International Conference on Tools with Artificial Intelligence","http://www.cse.fau.edu/ictai2011/"
45,"ICTE","Information and Communication Technologies in Education","http://www.informatik.uni-trier.de/~ley/db/conf/icte/index.html"
46,"ICWE","International Conference on Web Engineering","http://icwe2011.webengineering.org/"
47,"ICWL","International Conference on Web-Based Learning","http://www.informatik.uni-trier.de/~ley/db/conf/icwl/index.html"
48,"ICWN","International Conference on Wireless Networks","http://www.world-academy-of-science.org/worldcomp11/ws/conferences/icwn11"
49,"ICWS","International Conference on Web Services","http://www.icws.org"
50,"IDA","Intelligent Data Analysis","http://www.ida2011.org"
51,"IDC(W)","International Database Conference (Workshop)","http://www.informatik.uni-trier.de/~ley/db/conf/idw/index.html"
52,"IDEAL","Intelligent Data Engineering and Automated Learning","http://www.uea.ac.uk/ideal2011"
53,"IDEAS","International Database Engineering and Application Symposium","http://ideas.encs.concordia.ca/ideas11/CFP.html"
54,"IDMS","Interactive Distributed Multimedia Systems and Telecommunication Services","http://www.informatik.uni-trier.de/~ley/db/conf/idms/index.html"
55,"IDS","Interfaces to Database Systems","http://www.informatik.uni-trier.de/~ley/db/conf/ids/index.html"
56,"IEA/AIE","Industrial and Engineering Applications of Artificial Intelligence and Expert Systems","http://www.informatik.uni-trier.de/~ley/db/conf/ieaaie/index.html"
57,"IFIP","World Computer Congress","http://www.informatik.uni-trier.de/~ley/db/conf/ifip/index.html"
58,"IFL","Implementation of Functional Languages","http://www.informatik.uni-trier.de/~ley/db/conf/ifl/index.html"
59,"IFM","Integrated Formal Methods","http://ifm2010.loria.fr/"
60,"IFSA","International Fuzzy Systems Association World Congress","http://ifsa2011.eepis-its.edu/?menu=home"
61,"IGIS","International Workshop on Advanced Research in Geographic Information Systems","http://www.informatik.uni-trier.de/~ley/db/conf/igis/index.html"
62,"IICIS","Integrity and Internal Control in Information Systems (IFIP TC11)","http://www.informatik.uni-trier.de/~ley/db/conf/tc11-5/index.html"
63,"IICS","Innovative Internet Computing Systems","http://www.nccit.net/i2cs/"
64,"IJCAI","International Joint Conference on Artificial Intelligence","http://ijcai-11.iiia.csic.es/"
65,"IKE","Information and Knowledge Engineering","http://www.world-academy-of-science.org/worldcomp11/ws/conferences/ike11"
66,"ILP","International Workshop on Inductive Logic Programming","http://ilp11.doc.ic.ac.uk/"
67,"ILPS/ISLP/NACLP/SLP",NULL,"http://www.kb.ecei.tohoku.ac.jp/flops2010/wiki/"
68,"IMSA","Internet, Multimedia Systems and Applications","http://www.iasted.org/conferences/home-746.html"
69,"INFOCOM","IEEE INFOCOM","http://www.ieee-infocom.org/2011/"
70,"","Information Hiding","http://www.ihconference.org/"
71,"","Information Retrieval","http://www.informatik.uni-trier.de/~ley/db/conf/ir/index.html"
72,"INFOS","Informatik & Schule","http://www.minatec.com/infos2011/"
73,"INFOVIS","IEEE Symposium on Information Visualization","http://visweek.org/visweek/2011/info/infovis-welcome/infovis-welcome"
74,"INET","Internet Society Conference","http://www.isoc.org/isoc/conferences/inet/"
75,"INTEROP","Interoperating Geographic Information Systems","http://www.informatik.uni-trier.de/~ley/db/conf/interop/index.html"
77,"IOLTS","International On-Line Testing Symposium","http://tima.imag.fr/conferences/iolts/iolts11/Paper_Submission.html"
78,"IOPADS","I/O in Parallel and Distributed Systems","http://www.informatik.uni-trier.de/~ley/db/conf/iopads/index.html"
79,"IPCCC","International Performance, Computing, and Communications Conference","http://www.ipccc.org/"
80,"IPDPS(IPPS)","International Parallel and Distributed Processing Symposium/International Parallel Processing Symposium","http://www.ipdps.org/"
81,"IQ","MIT Conference on Information Quality","http://www.informatik.uni-trier.de/~ley/db/conf/iq/index.html"
82,"IRREGULAR","Workshop on Parallel Algorithms for Irregularly Structured Problems","http://www.informatik.uni-trier.de/~ley/db/conf/irregular/index.html"
83,"IS/KI","Workshop on Information Systems and Artificial Intelligence","http://www.informatik.uni-trier.de/~ley/db/conf/iski/index.html"
84,"ISAAC","International Symposium on Algorithms and Computation","http://tclab.kaist.ac.kr/~isaac10/"
85,"ISC(ISW)","Information Security Conference/Information Security Workshop","http://www.informatik.uni-trier.de/~ley/db/conf/isw/index.html"
86,"ISCA","International Symposium on Computer Architecture","http://isca2011.umaine.edu/"
87,"ISCIS","International Symposium on Computer and Information Sciences","http://san.ee.ic.ac.uk/iscis2011/"
88,"ISIPTA","International Symposium on Imprecise Probabilities and Their Applications","http://www.sipta.org/isipta11/"
89,"ISLPED","International Symposium on Low Power Electronics and Design","http://www.islped.org/"
90,"ISMAR","International Symposium on Mixed and Augmented Reality","http://www.ismar11.org/"
91,"ISMIS","International Syposium on Methodologies for Intelligent Systems","http://ismis2011.ii.pw.edu.pl"
92,"ISMVL","IEEE International Symposium on Multiple-Valued Logic","http://ticsp.cs.tut.fi/ISMVL/index.htm"
93,"IS&N","Intelligence and Services in Networks","http://www.informatik.uni-trier.de/~ley/db/conf/isn/index.html"
94,"ISOOMS","International Symposium on Object-Oriented Methodologies and Systems","http://www.informatik.uni-trier.de/~ley/db/conf/isooms/isooms94.html"
95,"ISORC","Object-Oriented Real-Time Distributed Computing","http://dream.eng.uci.edu/isorc2011/index.html"
96,"ISPD","International Symposium on Physical Design","http://www.ispd.cc/"
97,"ISQED","International Symposium on Quality Electronic Design","http://www.isqed.org"
98,"ISSAC","International Symposium on Symbolic and Algebraic Computation","http://www.issac-conference.org/2011"
99,"ISSTA","International Symposium on Software Testing and Analysis","http://issta11.unl.edu/"
100,"ISTCS","Israel Symposium on Theory of Computing Systems","http://www.informatik.uni-trier.de/~ley/db/conf/istcs/index.html"
101,"ITC","International Test Conference","http://www.itctestweek.org/"
102,"IUC","International Unicode Conference","http://www.unicode.org/unicode/conference/about-conf.html"
103,"IUI","Intelligent User Interfaces","http://www.iuiconf.org/"
104,"IuK","Information and Communication of the Learned Societies in Germany","http://www.informatik.uni-trier.de/~ley/db/conf/iuk/index.html"
105,"IWDM","International Workshop on Database Machines","http://www.informatik.uni-trier.de/~ley/db/conf/iwdm/index.html"
106,"IWFM","Irish Workshop in Formal Methods","http://www.informatik.uni-trier.de/~ley/db/conf/iwfm/index.html"
107,"IWDOM/OODBS","International Workshop on Distributed Object Management/Workshop on Object-Oriented Database Systems","http://www.informatik.uni-trier.de/~ley/db/conf/oodbs/index.html"
108,"ISMM","International Symposium on Memory Management","http://www.hpl.hp.com/personal/Hans_Boehm/ismm11/"
109,"IW-MMDBBS","Int. Workshop on Multi-Media Data Base Management Systems","http://www.informatik.uni-trier.de/~ley/db/conf/iwmmdbms/index.html"
110,"ICPC","International Conference on Program Comprehension","http://www.informatik.uni-trier.de/~ley/db/conf/iwpc/index.html"
111,"IWQoS","International Workshop on Quality of Service","http://www.ieee-iwqos.org"
112,"","Java Grande","http://charm.cs.uiuc.edu/javagrandeIscope/"
113,"JBIDI","Jornadas de Bibliotecas Digitales","http://www.informatik.uni-trier.de/~ley/db/conf/jbidi/index.html"
114,"JCDKB","International Conference on Data and Knowledge Bases","http://www.informatik.uni-trier.de/~ley/db/conf/jcdkb/index.html"
115,"JCDL","ACM/IEEE Joint Conference on Digital Libraries","http://www.jcdl.org/"
116,"JELIA","Logics in Artificial Intelligence","http://jelia2010.tkk.fi/"
117,"JFPLC","Journées Francophones de Programmation Logique par Contraintes","http://www.informatik.uni-trier.de/~ley/db/conf/jfplc/index.html"
118,"JISBD","Jornadas de Ingeniería del Software y Bases de Datos","http://www.informatik.uni-trier.de/~ley/db/conf/jisbd/index.html"
119,"JSSPP","Job Scheduling Strategies for Parallel Processing","http://www.informatik.uni-trier.de/~ley/db/conf/jsspp/index.html"
120,"KDD","Knowledge Discovery and Data Mining","http://kdd.org/kdd/2011/"
121,"KDEX","Knowledge and Data Engineering Exchange Workshop","http://www.informatik.uni-trier.de/~ley/db/conf/kdex/index.html"
122,"KES","Knowledge-Based Intelligent Information & Engineering Systems","http://kes2011.kesinternational.org/"
123,"KGC","Kurt Gödel Colloquium","http://www.informatik.uni-trier.de/~ley/db/conf/kgc/index.html"
124,"KiVS","Kommunikation in Verteilten Systemen","http://www.informatik.uni-trier.de/~ley/db/conf/kivs/index.html"
125,"KI","German Conference on Artificial Intelligence","http://mira-voigt.de/ki2011/"
126,"KnowRight","KnowRight","http://www.informatik.uni-trier.de/~ley/db/conf/knowright/index.html"
127,"KR","Principles of Knowledge Representation and Reasoning","http://kr.org/KR2010/"
128,"KRDB","Knowledge Representation Meets Databases","http://www.informatik.uni-trier.de/~ley/db/conf/krdb/index.html"
129,"LA-WEB","Latin American Web Congress","http://www.informatik.uni-trier.de/~ley/db/conf/la-web/index.html"
130,"LACL","Logical Aspects of Computational Linguistics","http://lacl.gforge.inria.fr"
131,"LATIN","Latin American Theoretical INformatics","http://www.cs.uwaterloo.ca/conferences/latin2010/"
132,"LCPC","Languages and Compilers for Parallel Computing","http://lcpc11.cs.colostate.edu/"
133,"LCR","Languages, Compilers, and Run-Time Systems for Scalable Computers","http://www.informatik.uni-trier.de/~ley/db/conf/lcr/index.html"
134,"LCTES","Languages, Compilers, and Tools for Embedded Systems","http://lctes2011.elis.ugent.be/?file=kop1.php"
136,"LFCS","Logical Foundations of Computer Science","http://www.lfcs.info/lfcs09/"
137,"LFP","ACM Conference on LISP and Functional Programming","http://www.informatik.uni-trier.de/~ley/db/conf/lfp/index.html"
138,"LICS","Logic in Computer Science","http://www2.informatik.hu-berlin.de/lics/lics11/"
139,"LID","Logic in Databases","http://lid2011.lille.inria.fr/index.html"
140,"LOMAPS","Logical and Operational Methods in the Analysis of Programs and Systems","http://www.informatik.uni-trier.de/~ley/db/conf/lomaps/index.html"
141,"LOPSTR","Logic Program Synthesis and Transformation","http://users.dsic.upv.es/~lopstr11/"
142,"LP","Logic Programming - Japanese Conference","http://www.informatik.uni-trier.de/~ley/db/conf/lp/index.html"
143,"LPAR(RCLP)","Logic Programming and Automated Reasoning/Russian Conference on Logic Programming","http://www.lpar.net/"
144,"LPE","Workshop on Logic Programming Environments","http://www.informatik.uni-trier.de/~ley/db/conf/lpe/index.html"
145,"LPNMR","Logic Programming and Non-monotonic Reasoning","http://sites.google.com/site/lpnmr11/"
146,"LPSS","Logic Programming Summer School","http://www.informatik.uni-trier.de/~ley/db/conf/lpss/index.html"
147,"LSSC","Large-Scale Scientific Computing","http://www.informatik.uni-trier.de/~ley/db/conf/lssc/index.html"
148,"MAAMAW","Modelling Autonomous Agents in a Multi-Agent World","http://researchr.org/conference/maamaw-2011"
149,"MASCOTS","Modeling, Analysis, and Simulation On Computer and Telecommunication Systems","http://pdcc.ntu.edu.sg/mascots2011/"
150,"MCS","Multiple Classifier Systems","http://www.diee.unica.it/mcs/"
151,"MD","IEEE Meta-Data Conference","http://www.informatik.uni-trier.de/~ley/db/conf/md/index.html"
152,"MDM(MDA)","Int. Conf. on Mobile Data Access/Management","http://mdmconferences.org/mdm2011/"
153,"MEMOCODE","International Conference on Formal Methods and Models for Co-Design","http://research.microsoft.com/en-us/um/cambridge/events/memocode2011"
154,"","Mensch & Computer","http://www.informatik.uni-trier.de/~ley/db/conf/mc/index.html"
155,"META","Workshop on Meta-Programming in Logic","http://www.informatik.uni-trier.de/~ley/db/conf/meta/index.html"
156,"METMBS","Mathematics and Engineering Techniques in Medicine and Biological Scienes","http://www.informatik.uni-trier.de/~ley/db/conf/metmbs/index.html"
157,"METRICS","IEEE International Software Metrics Symposium","http://www.informatik.uni-trier.de/~ley/db/conf/metrics/index.html"
158,"MFCS","Mathematical Foundations of Computer Science","http://mfcs.mimuw.edu.pl/"
159,"MFDBS","Mathematical Fundamentals of Database Systems","http://www.informatik.uni-trier.de/~ley/db/conf/mfdbs/index.html"
160,"MHVR","Multimedia, Hypermedia, and Virtual Reality","http://www.informatik.uni-trier.de/~ley/db/conf/mhvr/index.html"
161,"MIC","Modelling, Identification and Control","http://www.iasted.org/conferences/home-718.html"
162,"MICRO","International Symposium on Microarchitecture","http://www.microarch.org/micro44/"
163,"Middleware(ODP)","International Conference on Distributed Systems Platforms and Open Distributed Processing/Open Distributed Processing","http://2011.middleware-conference.org/"
164,"MIS","Workshop on Multimedia Information Systems","http://aria.asu.edu/mis2005/"
165,"MLDM","Machine Learning and Data Mining in Pattern Recognition","http://www.mldm.de/index.php"
166,"MLMTA","Machine Learning; Models, Technologies and Applications","http://www.informatik.uni-trier.de/~ley/db/conf/mlmta/index.html"
167,"MM","ACM Multimedia Conference","http://acmmm2011.utdallas.edu/page14.html"
168,"MMB","Messung, Modellierung und Bewertung vonRechen- und Kommunikationssystemen","http://www.informatik.uni-trier.de/~ley/db/conf/mmb/index.html"
169,"MMM","Multimedia Modeling","http://mmm2011.org/"
170,"MMNET","Multimedia and Networking","http://www.informatik.uni-trier.de/~ley/db/conf/mmnet/index.html"
171,"","Modellierung","http://www.informatik.uni-trier.de/~ley/db/conf/modellierung/index.html"
172,"MOBICOM","Mobile Computing and Networking","http://www.sigmobile.org/mobicom/2011/"
173,"","Mobile Robots","http://www.informatik.uni-trier.de/~ley/db/conf/mr/index.html"
174,"MPC","Mathematics of Program Construction","http://mpc-amast2010.fsg.ulaval.ca/mpc/index.html"
175,"MS","Modelling and Simulation","http://www.iasted.org/conferences/home-735.html"
176,"MSE","Microelectronics Systems Education","http://www.mseconference.org"
177,"MSO","Modelling, Simulation, and Optimization","http://www.informatik.uni-trier.de/~ley/db/conf/mso/index.html"
178,"MSS","Symposium on Mass Storage Systems","http://www.informatik.uni-trier.de/~ley/db/conf/mss/index.html"
179,"MTDT","Memory Technology, Design and Testing","http://www.informatik.uni-trier.de/~ley/db/conf/mtdt/index.html"
180,"NATO ASI","NATO Advanced Study Institute","http://www.nato-us.org/"
181,"NC","ICSC Symposium on Neural Computation","http://www.informatik.uni-trier.de/~ley/db/conf/nc/index.html"
182,"NCI","Neural Networks and Computational Intelligence","http://www.icnci.org/cfp.htm"
183,"NDSS","Network and Distributed System Security Symposium","http://hotcrp.cylab.cmu.edu/ndss11/"
184,"Networking","Networking","http://networking2011.org/call-sub/cfp.html"
185,"NF2","Nested Relations and Complex Objects","http://www.informatik.uni-trier.de/~ley/db/conf/nf2/nf2-87.html"
186,"NGITS","Next Generation Information Technologies and Systems","http://www.informatik.uni-trier.de/~ley/db/conf/ngits/index.html"
187,"NIPS","Neural Information Processing Systems","http://nips.cc/Conferences/2010/"
188,"NLDB","Applications of Natural Language to Data Bases","http://www.nldb.org"
189,"NLULP","Natural Language Understanding and Logic Programming Workshop","http://www.informatik.uni-trier.de/~ley/db/conf/nlulp/index.html"
190,"NMELP","Non-Monotonic Extensions of Logic Programming","http://www.informatik.uni-trier.de/~ley/db/conf/nmelp/index.html"
191,"NOSSDAV","Network and Operating System Support for Digital Audio and Video","http://nss.cs.ubc.ca/nossdav2011/"
192,"NSF","NSF Workshops","http://www.informatik.uni-trier.de/~ley/db/conf/nsf/index.html"
193,"","Objektbanken fürExperten 1992","http://www.informatik.uni-trier.de/~ley/db/conf/objekt/objekt92.html"
195,"ER(OOER)",NULL,"http://er2011.ulb.ac.be/"
196,"OOIS","Object Oriented Information Systems","http://www.informatik.uni-trier.de/~ley/db/conf/oois/index.html"
197,"OOPSLA","Conference on Object-Oriented Programming Systems, Languages, and Applications","www.oopsla.org/oopsla2011"
198,"OSDI","Operating Systems Design and Implementation","http://www.usenix.org/events/osdi10/"
199,"P2P","Peer-to-Peer Computing","http://p2p11.org/"
200,"PACT","International Conference on Parallel Architectures and Compilation Techniques","http://pactconf.org/"
201,"PaCT","Parallel Computing Technologies","http://ssd.sscc.ru/conference/pact2011"
202,"PADL","Practical Aspects of Declarative Languages","http://www.dcc.fc.up.pt/PADL-2011/"
203,"PADS","Workshop on Principles of Advanced and Distributed Simulation","https://sites.google.com/site/pads2011/"
204,"PAKDD","Pacific-Asia Conference on Knowledge Discovery and Data Mining","http://pakdd2011.pakdd.org/"
205,"PAP","International Conference and Exhibition on Practical Applications of Prolog","http://www.informatik.uni-trier.de/~ley/db/conf/pap/index.html"
206,"PARBASE","International Conference on Databases, Parallel Architectures, and Their Applications","http://www.informatik.uni-trier.de/~ley/db/conf/parbase/index.html"
207,"PARCO","Parallel Computing","http://parco2011.elis.ugent.be/"
208,"PARLE","Parallel Architectures and Languages Europe","http://www.informatik.uni-trier.de/~ley/db/conf/parle/index.html"
209,"PASTE","Workshop on Program Analysis For Software Tools and Engineering","http://sites.google.com/site/paste2011"
210,"PDCN","Parallel and Distributed Computing and Networks","http://www.iasted.org/conferences/home-719.html"
211,"PDCS","Parallel and Distributed Computing Systems","http://www.iasted.org/conferences/pastinfo-668.html"
212,"PDIS","Conference on Parallel andDistributed Information Systems","http://www.informatik.uni-trier.de/~ley/db/conf/pdis/index.html"
213,"PDK","Processing Declarative Knowledge","http://www.informatik.uni-trier.de/~ley/db/conf/pdk/index.html"
214,"PDPTA","Parallel and Distributed Processing Techniques and Applications","http://www.world-academy-of-science.org/worldcomp10/ws/conferences/pdpta10"
215,"PEPM","Partial Evaluation and Semantic-Based Program Manipulation","http://www.program-transformation.org/PEPM11"
216,"PfHSN","Protocols for High-Speed Networks","http://www.informatik.uni-trier.de/~ley/db/conf/phsn/index.html"
217,"PJW","Workshop on Persistence and Java","http://www.informatik.uni-trier.de/~ley/db/conf/pjw/index.html"
218,"PKC","Public Key Cryptography","http://www.iacr.org/workshops/pkc2011/"
219,"PKDD","Principles of Data Mining and Knowledge Discovery","http://www.ecmlpkdd2010.org/"
220,"PLDI","SIGPLAN Conference on Programming Language Design and Implementation","http://pldi11.cs.utah.edu/"
221,"PLILP","Symposium on Programming Language Implementation and Logic Programming","http://www.informatik.uni-trier.de/~ley/db/conf/plilp/index.html"
222,"PODC","Symposium on Principles of Distributed Computing","http://www.podc.org/podc2011/"
223,"PODS","Symposium on Principles of Database Systems","http://www.sigmod2011.org/"
224,"POMC","Principles of Mobile Computing","http://www.informatik.uni-trier.de/~ley/db/conf/pomc/index.html"
225,"POPL","ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages","http://www.cse.psu.edu/popl/11/"
226,"POS","Workshop on Persistent Object Systems","http://www.informatik.uni-trier.de/~ley/db/conf/pos/index.html"
228,"PPDP","Principles and Practice of Declarative Programming","http://www.risc.uni-linz.ac.at/about/conferences/ppdp2010/"
229,"PPoPP","Principles and Practice of Parallel Programming","http://www.ppopp.org/"
230,"PPSC","Parallel Processing for Scientific Computing","http://www.siam.org/meetings/pp10/"
231,"PPSN","Parallel Problem Solving from Nature","http://home.agh.edu.pl/~ppsn/"
232,"PRICAI","Pacific Rim International Conference on Artificial Intelligence","http://www.pricai2010.org/"
233,"PSTV","Protocol Specification, Testing and Verification","http://www.informatik.uni-trier.de/~ley/db/conf/pstv/index.html"
234,"PVG","IEEE Symposium on Parallel and Large-Data Visualization and Graphics","http://www.informatik.uni-trier.de/~ley/db/conf/pvg/index.html"
235,"QofIS","Quality of Future Internet Services","http://www.informatik.uni-trier.de/~ley/db/conf/qofis/index.html"
236,"RA","Robotics and Applications","http://www.informatik.uni-trier.de/~ley/db/conf/ra/index.html"
237,"RAW","Reconfigurable Architectures Workshop","http://www.ece.lsu.edu/vaidy/raw/"
238,"RE","IEEE Int. Conf. on Requirements Engineering","http://www.re11.org/"
239,"RelMiCS","Relational Methods in Computer Science","http://www.informatik.uni-trier.de/~ley/db/conf/RelMiCS/index.html"
240,"REX","Research and Education in Concurrent Systems","http://www.informatik.uni-trier.de/~ley/db/conf/rex/index.html"
241,"RIDE","Research Issues in Data Engineering","http://www.informatik.uni-trier.de/~ley/db/conf/ride/index.html"
242,"RIDS","Rules in Database Systems","http://www.informatik.uni-trier.de/~ley/db/conf/rules/index.html"
243,"RoboCup","RoboCup International Symposium","http://www.informatik.uni-trier.de/~ley/db/conf/robocup/index.html"
244,"RSCTC","Rough Sets and Current Trends in Computing","http://www.informatik.uni-trier.de/~ley/db/conf/rsctc/index.html"
245,"RSP","Workshop on Rapid System Prototyping","http://www.rsp-symposium.org"
246,"RTA","Rewriting Techniques and Applications","http://www.rdp2011.uns.ac.rs/rta/"
247,"RTAS","IEEE Real Time Technology and Applications Symposium","http://www.rtas.org/"
248,"RTCSA","Real-Time Computing Systems and Applications","http://www.rtcsa.org/"
249,"RTDB","Workshop on Real-Time Databases","http://www.informatik.uni-trier.de/~ley/db/conf/rtdb/index.html"
250,"RTSS","IEEE Real-Time Systems Symposium","http://www.rtss.org/"
251,"AAAI","National Conference on Artificial Intelligence","http://www.aaai.org/Conferences/AAAI/aaai11.php"
252,"AADEBUG","Automated and Algorithmic Debugging","http://www.informatik.uni-trier.de/~ley/db/conf/aadebug/index.html"
253,"AAECC","Applied Algebra, Algebraic Algorithms and Error-Correcting Codes","http://crises-deim.urv.cat/aaecc/"
254,"AAMAS(Agents)","Autonomous Agents & Multiagent Systems/International Conference on Autonomous Agents","http://www.aamas2011.tw/index.html"
255,"ATAL","Autonomous Agents & Multiagent Systems/Agent Theories, Architectures, and Languages","http://www.informatik.uni-trier.de/~ley/db/conf/atal/index.html"
256,"ABIS","Adaptivität und Benutzermodellierung in interaktiven Softwaresystemen",""
257,"AC","Advanced Courses","http://www.informatik.uni-trier.de/~ley/db/conf/ac/index.html"
258,"ACCV","Asian Conference on Computer Vision","http://www.accv2010.org/"
259,"ACISP","Australasian Conference on Information Security and Privacy","http://user.gs.rmit.edu.au/infosec/ACISP2011/index.htm"
260,"ACL","Meeting of the Association for Computational Linguistics","http://www.acl2011.org/"
261,"","ACM Pacific","http://www.informatik.uni-trier.de/~ley/db/conf/pacific/index.html"
262,"","ACM Policy","http://portal.acm.org/event.cfm?id=RE314&CFID=8939460&CFTOKEN=43114201"
263,"","ACM Southeast Regional Conference","http://www.informatik.uni-trier.de/~ley/db/conf/ACMse/index.html"
264,"ACPC","International Austrian Center for Parallel Computation Conference","http://www.informatik.uni-trier.de/~ley/db/conf/acpc/index.html"
265,"ACSAC","Annual Computer Security Applications Conference","http://www.acsac.org/2011/cfp/"
266,"ACSAC","Asia-Pacific Computer Systems Architecture Conference","http://www.informatik.uni-trier.de/~ley/db/conf/aPcsac/index.html"
267,"ACSD","Int. Conf. on Application of Concurrency to System Design","http://www.jaist.ac.jp/acsd-petrinets2011/"
268,"Ada-Europe","International Conference on Reliable Software Technologies","http://www.ada-europe.org/conference2011"
269,"ADB","Applications of Databases","http://www.informatik.uni-trier.de/~ley/db/conf/adb/index.html"
270,"ADBIS","Advances in Databases and Information Systems","http://www.ifs.tuwien.ac.at/ADBIS2011"
271,"ADBT","Advances in Database Theory","http://www.informatik.uni-trier.de/~ley/db/conf/adbt/index.html"
272,"ADC","Australasian Database Conference","http://www.itee.uq.edu.au/~adc2011"
273,"ADG","Automated Deduction in Geometry","http://www.informatik.uni-trier.de/~ley/db/conf/adg/index.html"
274,"ADL","Advances in Digital Libraries","http://www.informatik.uni-trier.de/~ley/db/conf/adl/index.html"
275,"WADT(ADT)","Specification of Abstract Data Type Workshops/Workshop on Algebraic Development Techniques","http://www.informatik.uni-trier.de/~ley/db/conf/adt/index.html"
276,"ADVIS","Advances in Information Systems","http://www.informatik.uni-trier.de/~ley/db/conf/advis/index.html"
277,"AE","Artificial Evolution","http://www.informatik.uni-trier.de/~ley/db/conf/ae/index.html"
278,"","AES Candidate Conference","http://www.informatik.uni-trier.de/~ley/db/conf/aes/index.html"
279,"AFIPS","AFIPS Spring Conference","http://www.informatik.uni-trier.de/~ley/db/conf/afips/index.html"
280,"AFP","Advanced Functional Programming School","http://www.informatik.uni-trier.de/~ley/db/conf/afp/index.html"
282,"AGDM","Advanced Geographic Data Modelling","http://www.informatik.uni-trier.de/~ley/db/conf/agdm/index.html"
283,"AI","Applied Informatics","http://www.informatik.uni-trier.de/~ley/db/conf/appinf/index.html"
